단어(0) : 		품사 :  SW 
단어(715) : 타밀		품사 : NNP 
단어(716) : 강경		품사 : NNG NNP 
단어(717) : 제정		품사 : NNG 
단어(718) : 덩지		품사 : NNG 
단어(719) : 발밑		품사 : NNG 
단어(720) : 독립군		품사 : NNG 
단어(721) : 품위		품사 : NNG 
단어(722) : 동방		품사 : NNG 
단어(723) : 창제		품사 : NNG 
단어(724) : 강골		품사 : NNG 
단어(725) : 꿀물		품사 : NNG 
단어(726) : 베개		품사 : NNG 
단어(727) : 배리		품사 : NNP 
단어(728) : 우선시		품사 : NNG 
단어(729) : 개각		품사 : NNG 
단어(730) : 제전		품사 : NNG 
단어(731) : 동발		품사 : NNG 
단어(732) : 바보		품사 : NNG 
단어(733) : 말다툼		품사 : NNG 
단어(734) : 방면		품사 : NNG 
단어(735) : 장황		품사 : XR 
단어(736) : 밭갈이		품사 : NNG 
단어(737) : 上道		품사 : SH 
단어(738) : 박봉		품사 : NNG 
단어(739) : 정중		품사 : XR 
단어(740) : 三世如來一體同		품사 : SH 
단어(741) : 김유영		품사 : NNP 
단어(742) : 한국		품사 : NNP NNG 
단어(743) : 사설시조		품사 : NNG 
단어(744) : 카운슬링		품사 : NNG 
단어(745) : 산길		품사 : NNP NNG 
단어(746) : 디플레이터		품사 : NNG 
단어(747) : 아저씨		품사 : NNG 
단어(748) : 번쩍이		품사 : VV 
단어(749) : 개개		품사 : NNG 
단어(750) : 2785977		품사 : SN 
단어(751) : 타일러		품사 : NNP 
단어(752) : 팜플렛		품사 : NNG 
단어(753) : 주과		품사 : NNG 
단어(754) : 삼경		품사 : NNG 
단어(755) : 제제		품사 : NNG 
단어(756) : 대회		품사 : NNG 
단어(757) : 젠장		품사 : IC 
단어(758) : 주관		품사 : NNG 
단어(759) : 미술사가		품사 : NNG 
단어(760) : 총괄		품사 : NNG 
단어(761) : 백마		품사 : NNG 
단어(762) : 끼적이		품사 : VV 
단어(763) : 밥물		품사 : NNG 
단어(764) : 미사		품사 : NNG 
단어(765) : 報官給資裝		품사 : SH 
단어(766) : 김인문		품사 : NNP 
단어(767) : 채이		품사 : VV 
단어(768) : 하급		품사 : NNG 
단어(769) : 백만		품사 : NR 
단어(770) : 가꾸		품사 : VV 
단어(771) : 기업가		품사 : NNG 
단어(772) : 바벨로니아		품사 : NNP 
단어(773) : 점진		품사 : NNG 
단어(774) : 家父長制		품사 : SH 
단어(775) : α		품사 : SW 
단어(776) : 참을성		품사 : NNG 
단어(777) : 부둥켜안		품사 : VV 
단어(778) : CAP		품사 : SL 
단어(779) : 살균		품사 : NNG 
단어(780) : 탐관오리		품사 : NNG 
단어(781) : 묻히		품사 : VV 
단어(782) : 맥주홀		품사 : NNG 
단어(783) : 오케스트라		품사 : NNG 
단어(784) : 풍요		품사 : NNG 
단어(785) : 재현		품사 : NNG 
단어(786) : 프로		품사 : NNG 
단어(787) : 성공회		품사 : NNG 
단어(788) : 關西平亂錄		품사 : SH 
단어(789) : 책임		품사 : NNG 
단어(790) : 하긴		품사 : MAJ 
단어(791) : 가슴속		품사 : NNG 
단어(792) : 관련자		품사 : NNG 
단어(793) : 젤이		품사 : NNG 
단어(794) : 반복		품사 : NNG 
단어(795) : 창조		품사 : NNG 
단어(796) : 학급		품사 : NNG 
단어(797) : 편안히		품사 : MAG 
단어(798) : 제조		품사 : NNG 
단어(799) : 주교		품사 : NNG 
단어(800) : 잡아먹		품사 : VV 
단어(801) : 都産		품사 : SH 
단어(802) : 인공어		품사 : NNG 
단어(803) : CBS		품사 : SL 
단어(804) : 금지율		품사 : NNG 
단어(805) : 形相		품사 : SH 
단어(806) : 攻勢的		품사 : SH 
단어(807) : 풍운		품사 : NNG 
단어(808) : 道觀		품사 : SH 
단어(809) : 권문세족		품사 : NNG 
단어(810) : 뱃멀미		품사 : NNG 
단어(811) : 강구		품사 : NNG 
단어(812) : 초파일		품사 : NNG 
단어(813) : 가재도구		품사 : NNG 
단어(814) : 힘들이		품사 : VV 
단어(815) : 준공		품사 : NNG 
단어(816) : 학기		품사 : NNG 
단어(817) : 감금		품사 : NNG 
단어(818) : 강국		품사 : NNG 
단어(819) : 華		품사 : SH 
단어(820) : 법규		품사 : NNG 
단어(821) : 초콜릿		품사 : NNG 
단어(822) : 쿠테타		품사 : NNG 
단어(823) : 책자		품사 : NNG 
단어(824) : 처분		품사 : NNG 
단어(825) : 북서부		품사 : NNG 
단어(826) : 유적지		품사 : NNG 
단어(827) : 허무주의자		품사 : NNG 
단어(828) : 양재동		품사 : NNP 
단어(829) : 말라죽		품사 : VV 
단어(830) : 강권		품사 : NNG 
단어(831) : 대중가요		품사 : NNG 
단어(832) : 상경		품사 : NNG 
단어(833) : 철벽		품사 : NNG 
단어(834) : 는걸요		품사 : EF 
단어(835) : 커다랗		품사 : VA 
단어(836) : 주권		품사 : NNG 
단어(837) : 재혼		품사 : NNG 
단어(838) : 옷차림		품사 : NNG 
단어(839) : 플랜		품사 : NNG 
단어(840) : 코펜하겐전		품사 : NNP 
단어(841) : 귀순자		품사 : NNG 
단어(842) : 졸부		품사 : NNG 
단어(843) : CDS		품사 : SL 
단어(844) : 농한기		품사 : NNG 
단어(845) : Simon		품사 : SL 
단어(846) : 파노라마		품사 : NNG 
단어(847) : 책장		품사 : NNG 
단어(848) : 청진시		품사 : NNP 
단어(849) : 잡히		품사 : VV 
단어(850) : 마음가짐		품사 : NNG 
단어(851) : 영등포		품사 : NNP 
단어(852) : 발병		품사 : NNG 
단어(853) : 두려워하		품사 : VV 
단어(854) : 그리워하		품사 : VV 
단어(855) : 민사		품사 : NNG 
단어(856) : 에흐몬트		품사 : NNP 
단어(857) : 삼국		품사 : NNG 
단어(858) : 송지문		품사 : NNG 
단어(859) : 재활		품사 : NNG 
단어(860) : 동복		품사 : NNG 
단어(861) : 명자꽃		품사 : NNG 
단어(862) : 급진전		품사 : NNG 
단어(863) : 재화		품사 : NNG 
단어(864) : 官吏官奴等周行閭里求請作弊者及勸農色掌等村民侵守者		품사 : SH 
단어(865) : 감기		품사 : VV NNG 
단어(866) : 1100		품사 : SN 
단어(867) : 방문		품사 : NNG 
단어(868) : 마이크로소프트사		품사 : NNP 
단어(869) : 상계		품사 : NNG 
단어(870) : 한글		품사 : NNG 
단어(871) : 물고문		품사 : NNG 
단어(872) : 가끔		품사 : MAG 
단어(873) : CFC		품사 : SL 
단어(874) : 막내딸		품사 : NNG 
단어(875) : 푸짐		품사 : XR 
단어(876) : 전투복		품사 : NNG 
단어(877) : 동봉		품사 : NNG 
단어(878) : 상관		품사 : NNG 
단어(879) : 김기태		품사 : NNP 
단어(880) : 지구국		품사 : NNG 
단어(881) : 상공		품사 : NNG 
단어(882) : 운동화		품사 : NNG 
단어(883) : 瑀下有玉花		품사 : SH 
단어(884) : 정지		품사 : NNG 
단어(885) : 1116		품사 : SN 
단어(886) : 정직		품사 : NNG 
단어(887) : 대출금		품사 : NNG 
단어(888) : 정진		품사 : NNG 
단어(889) : 미세		품사 : XR NNG 
단어(890) : 둘러싸		품사 : VV 
단어(891) : 체면		품사 : NNG 
단어(892) : 채전		품사 : NNG 
단어(893) : 圓滑		품사 : SH 
단어(894) : 몸부림치		품사 : VV 
단어(895) : 호암아트홀		품사 : NNP 
단어(896) : 하지만		품사 : MAJ 
단어(897) : 합계		품사 : NNG 
단어(898) : 떠올리		품사 : VV 
단어(899) : 금붕어		품사 : NNG 
단어(900) : 나프타		품사 : NNP 
단어(901) : 南炎浮洲志		품사 : SH 
단어(902) : 책정		품사 : NNG 
단어(903) : 사고무친		품사 : NNG 
단어(904) : 태만		품사 : NNG 
단어(905) : 두껍		품사 : VA NNG 
단어(906) : 茫然自失		품사 : SH 
단어(907) : 葬		품사 : SH 
단어(908) : 벗기		품사 : VV 
단어(909) : 철봉		품사 : NNG 
단어(910) : 드라우가		품사 : NNP 
단어(911) : 개관		품사 : NNG 
단어(912) : 뇌혈관		품사 : NNG 
단어(913) : 대흥		품사 : NNP 
단어(914) : 翟衣		품사 : SH 
단어(915) : 민생		품사 : NNG 
단어(916) : 객고		품사 : NNG 
단어(917) : 제주		품사 : NNG NNP 
단어(918) : 재회		품사 : NNG 
단어(919) : 줄곧		품사 : MAG 
단어(920) : 합격		품사 : NNG 
단어(921) : 思想		품사 : SH 
단어(922) : 천부		품사 : NNG 
단어(923) : 만찬회		품사 : NNG 
단어(924) : 그러나		품사 : MAJ 
단어(925) : 백모		품사 : NNG 
단어(926) : 부둥키		품사 : VV 
단어(927) : 미소		품사 : NNG 
단어(928) : 세계인		품사 : NNG 
단어(929) : 운동회		품사 : NNG 
단어(930) : 가난		품사 : NNG 
단어(931) : 데이비드		품사 : NNP 
단어(932) : 한꺼번에		품사 : MAG 
단어(933) : 가나		품사 : NNP 
단어(934) : 마사지		품사 : NNG 
단어(935) : 누림이		품사 : NNG 
단어(936) : 갓길		품사 : NNG 
단어(937) : 브로콜리		품사 : NNG 
단어(938) : 객관		품사 : NNG 
단어(939) : 독불장군		품사 : NNG 
단어(940) : 한테서		품사 : JKB 
단어(941) : CIA		품사 : SL 
단어(942) : 부교감		품사 : NNG 
단어(943) : 두께		품사 : NNG 
단어(944) : 돌려주		품사 : VV 
단어(945) : 등용문		품사 : NNG 
단어(946) : 개교		품사 : NNG 
단어(947) : 조선로		품사 : NNG 
단어(948) : 종법		품사 : NNG 
단어(949) : 총기		품사 : NNG 
단어(950) : djp		품사 : SL 
단어(951) : 鄭泰守		품사 : SH 
단어(952) : CIS		품사 : SL 
단어(953) : 주기		품사 : NNG NNB 
단어(954) : 꿰뚫		품사 : VV 
단어(955) : 의미심장		품사 : XR 
단어(956) : 사이언스		품사 : NNG 
단어(957) : 이윽고		품사 : MAG 
단어(958) : 빌어먹		품사 : VV 
단어(959) : 민선		품사 : NNG 
단어(960) : ㅂ디까		품사 : EF 
단어(961) : 잿풀		품사 : NNG 
단어(962) : 항거		품사 : NNG 
단어(963) : 풍자		품사 : NNG 
단어(964) : 헤로인		품사 : NNG 
단어(965) : 환절기		품사 : NNG 
단어(966) : 건너뛰		품사 : VV 
단어(967) : ……		품사 : SE 
단어(968) : 개국		품사 : NNG NNB 
단어(969) : 마그너슨		품사 : NNP 
단어(970) : 첫발		품사 : NNG 
단어(971) : 이비인후과		품사 : NNG 
단어(972) : 전문대학		품사 : NNG 
단어(973) : 소재지		품사 : NNG 
단어(974) : 카트만두		품사 : NNP 
단어(975) : 전화벨		품사 : NNG 
단어(976) : 동부		품사 : NNG 
단어(977) : 상구		품사 : NNP 
단어(978) : 하지메		품사 : NNP 
단어(979) : 탈법		품사 : NNG 
단어(980) : 전채		품사 : NNG 
단어(981) : 표출		품사 : NNG 
단어(982) : 마그너스		품사 : NNP 
단어(983) : 래니까		품사 : EC 
단어(984) : 紐里不和		품사 : SH 
단어(985) : 동북		품사 : NNG 
단어(986) : 행동반경		품사 : NNG 
단어(987) : 미워하		품사 : VV 
단어(988) : 얼굴빛		품사 : NNG 
단어(989) : 포항공대		품사 : NNP 
단어(990) : 망연히		품사 : MAG 
단어(991) : 품종		품사 : NNG 
단어(992) : 한빛은행		품사 : NNP 
단어(993) : 한껏		품사 : MAG 
단어(994) : 지목구장		품사 : NNG 
단어(995) : 테러리스트		품사 : NNG 
단어(996) : 총동원		품사 : NNG 
단어(997) : 새경		품사 : NNG 
단어(998) : 1170		품사 : SN 
단어(999) : 찻집		품사 : NNG 
단어(1000) : 발부		품사 : NNG 
단어(1001) : 서방파		품사 : NNP 
단어(1002) : 金健植		품사 : SH 
단어(1003) : 스트라스부르		품사 : NNP 
단어(1004) : 西大門		품사 : SH 
단어(1005) : 방미		품사 : NNG 
단어(1006) : 이목총명		품사 : NNG 
단어(1007) : 우거지		품사 : VV 
단어(1008) : 호승증		품사 : NNG 
단어(1009) : 東西古今		품사 : SH 
단어(1010) : 확실히		품사 : MAG 
단어(1011) : 목요일		품사 : NNG 
단어(1012) : 엉터리		품사 : NNG 
단어(1013) : 전철		품사 : NNG 
단어(1014) : 민속		품사 : NNG 
단어(1015) : 중간		품사 : NNG 
단어(1016) : 영화제		품사 : NNG 
단어(1017) : 진학자		품사 : NNG 
단어(1018) : 進熟冷		품사 : SH 
단어(1019) : 전처		품사 : NNG 
단어(1020) : 해갈		품사 : NNG 
단어(1021) : 寒暖		품사 : SH 
단어(1022) : 仙桃杯		품사 : SH 
단어(1023) : 버너		품사 : NNG 
단어(1024) : 對待		품사 : SH 
단어(1025) : 큰일		품사 : NNG 
단어(1026) : 종보		품사 : NNG 
단어(1027) : 혜원동		품사 : NNP 
단어(1028) : 이기동		품사 : NNP 
단어(1029) : 축농증		품사 : NNG 
단어(1030) : 북괴군		품사 : NNG 
단어(1031) : 김익순		품사 : NNP 
단어(1032) : 교무실		품사 : NNG 
단어(1033) : 탄부		품사 : NNG 
단어(1034) : 외교부장		품사 : NNG 
단어(1035) : CMS		품사 : SL 
단어(1036) : 전체		품사 : NNG 
단어(1037) : 국정원		품사 : NNG 
단어(1038) : 제집		품사 : NNG 
단어(1039) : 원혜영		품사 : NNP 
단어(1040) : 보리밥		품사 : NNG 
단어(1041) : 항공		품사 : NNG 
단어(1042) : 중개		품사 : NNG 
단어(1043) : 미숙		품사 : XR 
단어(1044) : 미수		품사 : NNG 
단어(1045) : 방방		품사 : MAG NNG 
단어(1046) : 절차		품사 : NNG 
단어(1047) : 찢어지		품사 : VV 
단어(1048) : 폭락세		품사 : NNG 
단어(1049) : 홍보국		품사 : NNG 
단어(1050) : 상무위원장		품사 : NNG 
단어(1051) : 반비		품사 : NNG 
단어(1052) : 제지		품사 : NNG 
단어(1053) : 사명감		품사 : NNG 
단어(1054) : 미술		품사 : NNG 
단어(1055) : 지남제		품사 : NNP 
단어(1056) : 정보기관		품사 : NNG 
단어(1057) : 위스콘신대		품사 : NNP 
단어(1058) : 표층		품사 : NNG 
단어(1059) : 기념관		품사 : NNG 
단어(1060) : 송충식		품사 : NNP 
단어(1061) : 기어들		품사 : VV 
단어(1062) : 개그		품사 : NNG 
단어(1063) : 이광훈		품사 : NNP 
단어(1064) : 들고일어나		품사 : VV 
단어(1065) : 상하이공항		품사 : NNP 
단어(1066) : 交戰權		품사 : SH 
단어(1067) : 회복세		품사 : NNG 
단어(1068) : 케이크		품사 : NNG 
단어(1069) : crime		품사 : SL 
단어(1070) : dpi		품사 : SL 
단어(1071) : 사납		품사 : VA 
단어(1072) : 뜻하		품사 : VV 
단어(1073) : 보호원		품사 : NNG 
단어(1074) : 상급		품사 : NNG 
단어(1075) : 性情		품사 : SH 
단어(1076) : 막걸리		품사 : NNG 
단어(1077) : 自立的		품사 : SH 
단어(1078) : 산짐승		품사 : NNG 
단어(1079) : 가이드		품사 : NNG 
단어(1080) : 도산		품사 : NNG 
단어(1081) : 도사		품사 : NNG 
단어(1082) : 상금		품사 : NNG 
단어(1083) : 큰절		품사 : NNG 
단어(1084) : 종부		품사 : NNG 
단어(1085) : 가급적		품사 : MAG 
단어(1086) : 베긴		품사 : NNP 
단어(1087) : 항구		품사 : NNG 
단어(1088) : CPU		품사 : SL 
단어(1089) : 긴사설		품사 : NNG 
단어(1090) : 저축		품사 : NNG 
단어(1091) : 관중석		품사 : NNG 
단어(1092) : 사내		품사 : NNG 
단어(1093) : 題主奠		품사 : SH 
단어(1094) : 상기		품사 : NNG 
단어(1095) : 풍조		품사 : NNG 
단어(1096) : 독살		품사 : NNG 
단어(1097) : 방법		품사 : NNG 
단어(1098) : 전초		품사 : NNG 
단어(1099) : 불러오		품사 : VV 
단어(1100) : 풍족		품사 : XR 
단어(1101) : 로큰롤		품사 : NNG 
단어(1102) : 사냥		품사 : NNG 
단어(1103) : 중견		품사 : NNG 
단어(1104) : 박정수		품사 : NNP 
단어(1105) : 祭典		품사 : SH 
단어(1106) : 해결		품사 : NNG 
단어(1107) : 조상신		품사 : NNG 
단어(1108) : 드럼통		품사 : NNG 
단어(1109) : 유행가		품사 : NNG 
단어(1110) : 백주보		품사 : NNG 
단어(1111) : 줄기		품사 : NNG 
단어(1112) : 知能		품사 : SH 
단어(1113) : 미스		품사 : NNG 
단어(1114) : 속대전		품사 : NNP 
단어(1115) : 말려들		품사 : VV 
단어(1116) : 사진틀		품사 : NNG 
단어(1117) : 동우회		품사 : NNG 
단어(1118) : 중계		품사 : NNG 
단어(1119) : 비즈니스맨		품사 : NNG 
단어(1120) : 조동팔		품사 : NNP 
단어(1121) : 도서		품사 : NNG 
단어(1122) : 김일성		품사 : NNP 
단어(1123) : 해경		품사 : NNG 
단어(1124) : 해리스		품사 : NNP 
단어(1125) : 뉴라운드		품사 : NNP 
단어(1126) : 무과화		품사 : NNP 
단어(1127) : 개도국		품사 : NNG 
단어(1128) : 나팔바지		품사 : NNG 
단어(1129) : 히히힛		품사 : IC 
단어(1130) : 독서		품사 : NNG 
단어(1131) : 콘테스트		품사 : NNG 
단어(1132) : 체백		품사 : NNG 
단어(1133) : 독선		품사 : NNG 
단어(1134) : 해골		품사 : NNG 
단어(1135) : 미싱		품사 : NNG 
단어(1136) : 백미		품사 : NNG 
단어(1137) : 꽁초		품사 : NNG 
단어(1138) : 미시		품사 : NNG 
단어(1139) : 안타까이		품사 : MAG 
단어(1140) : 유고슬라비아		품사 : NNP 
단어(1141) : 해고		품사 : NNG 
단어(1142) : 質疑		품사 : SH 
단어(1143) : 중고		품사 : NNG 
단어(1144) : 覽堅		품사 : SH 
단어(1145) : 터널		품사 : NNG 
단어(1146) : ZEELAND		품사 : SL 
단어(1147) : 청보		품사 : NNP 
단어(1148) : 全地球的		품사 : SH 
단어(1149) : 벚꽃		품사 : NNG 
단어(1150) : 미신		품사 : NNG 
단어(1151) : 배반		품사 : NNG 
단어(1152) : 00		품사 : SN 
단어(1153) : 점차		품사 : MAG 
단어(1154) : 透明性		품사 : SH 
단어(1155) : 01		품사 : SN 
단어(1156) : 전출		품사 : NNG 
단어(1157) : 02		품사 : SN 
단어(1158) : 03		품사 : SN 
단어(1159) : 평안북도		품사 : NNP 
단어(1160) : CTS		품사 : SL 
단어(1161) : 04		품사 : SN 
단어(1162) : 전화망		품사 : NNG 
단어(1163) : 05		품사 : SN 
단어(1164) : 06		품사 : SN 
단어(1165) : 07		품사 : SN 
단어(1166) : 釜山		품사 : SH 
단어(1167) : 蘇		품사 : SH 
단어(1168) : 08		품사 : SN 
단어(1169) : 외동딸		품사 : NNG 
단어(1170) : 09		품사 : SN 
단어(1171) : 珠翠面花五事		품사 : SH 
단어(1172) : 연락실		품사 : NNG 
단어(1173) : 지출액		품사 : NNG 
단어(1174) : 웅성거리		품사 : VV 
단어(1175) : 밀수		품사 : NNG 
단어(1176) : 백방		품사 : NNG 
단어(1177) : 국무장관		품사 : NNG 
단어(1178) : 채집		품사 : NNG 
단어(1179) : 감사장		품사 : NNG 
단어(1180) : 無目的的		품사 : SH 
단어(1181) : 음식점		품사 : NNG 
단어(1182) : 평론가		품사 : NNG 
단어(1183) : 위장술		품사 : NNG 
단어(1184) : 중공		품사 : NNP 
단어(1185) : 天道自然之理		품사 : SH 
단어(1186) : 10		품사 : SN 
단어(1187) : 로다		품사 : EF 
단어(1188) : 11		품사 : SN 
단어(1189) : 12		품사 : SN 
단어(1190) : 13		품사 : SN 
단어(1191) : 14		품사 : SN 
단어(1192) : 15		품사 : SN 
단어(1193) : 회향식		품사 : NNG 
단어(1194) : 조사		품사 : NNG 
단어(1195) : 16		품사 : SN 
단어(1196) : 17		품사 : SN 
단어(1197) : 투신자살		품사 : NNG 
단어(1198) : 방송법		품사 : NNG 
단어(1199) : 18		품사 : SN 
단어(1200) : 19		품사 : SN 
단어(1201) : 勞組		품사 : SH 
단어(1202) : 둥글		품사 : VA 
단어(1203) : 중앙회		품사 : NNG 
단어(1204) : 도데카네스		품사 : NNP 
단어(1205) : 顯祖驢		품사 : SH 
단어(1206) : 개인전		품사 : NNG 
